display_first_last,team_name,jersey,position,height,weight,rosterstatus,from_year,to_year
Darrin Hancock,Hornets,35,Forward,6-7,205,Inactive,1994,1996
Ben Handlogten,Jazz,44,Center,6-10,240,Inactive,2003,2004
Cecil Hankins,Bombers,5,Guard,6-1,175,Inactive,1946,1947
Phil Hankinson,Celtics,20,Forward,6-8,195,Inactive,1973,1974
Dusty Hannahs,,,Guard,6-3,210,Inactive,2018,2019
Alex Hannum,Royals,33,Forward,6-7,210,Inactive,1949,1956
Don Hanrahan,Olympians,,Forward,6-7,200,Inactive,1952,1952
Rollen Hans,Bullets,,Guard,6-2,210,Inactive,1953,1954
Tyler Hansbrough,,,,,,Inactive,2009,2017
Bob Hansen,Jazz,20,Guard,6-6,190,Inactive,1983,1991
Glenn Hansen,Kings,20,Guard,6-4,205,Inactive,1975,1977
Lars Hansen,SuperSonics,22,Center,6-10,225,Inactive,1978,1978
Travis Hansen,Hawks,6,Guard-Forward,6-6,205,Inactive,2003,2003
Bill Hanzlik,Nuggets,24,Forward,6-7,185,Inactive,1980,1989
Luke Harangody,Cavaliers,44,Forward,6-7,245,Inactive,2010,2011
Anfernee Hardaway,,,Forward,6-7,215,Inactive,1993,2007
Tim Hardaway,,10,Guard,6-0,195,Inactive,1989,2002
Tim Hardaway Jr.,Mavericks,11,Guard-Forward,6-5,205,Active,2013,2023
James Harden,76ers,1,Guard,6-5,220,Active,2009,2023
Reggie Harding,Pistons,17,Center,7-0,249,Inactive,1963,1967
Charlie Hardnett,Bullets,23,Forward,6-8,225,Inactive,1962,1964
Alan Hardy,Pistons,24,Guard,6-6,195,Inactive,1980,1981
Jaden Hardy,Mavericks,3,Guard,6-3,198,Active,2021,2023
James Hardy,Jazz,11,Forward,6-8,220,Inactive,1978,1981
John Hargis,Packers,9,Guard,6-2,180,Inactive,1949,1950
Jerry Harkness,Knicks,21,Guard,6-2,175,Inactive,1963,1963
Skip Harlicka,Hawks,21,Guard,6-1,185,Inactive,1968,1968
Jerome Harmon,76ers,40,Guard,6-4,190,Inactive,1994,1994
Derek Harper,Mavericks,12,Guard,6-4,206,Inactive,1983,1998
Jared Harper,Pelicans,2,Guard,5-10,175,Inactive,2019,2021
Justin Harper,,,Forward,6-10,225,Inactive,2011,2016
Mike Harper,Trail Blazers,32,Center,6-10,195,Inactive,1980,1981
Ron Harper,Bulls,4,Guard,6-6,215,Inactive,1986,2000
Ron Harper Jr.,Raptors,8,Forward,6-5,245,Active,2022,2023
Matt Harpring,Jazz,15,Forward,6-7,230,Inactive,1998,2008
Montrezl Harrell,76ers,5,Forward-Center,6-7,240,Active,2015,2023
Josh Harrellson,Knicks,55,Forward-Center,6-10,275,Inactive,2011,2013
Adam Harrington,Mavericks,21,Guard,6-5,200,Inactive,2002,2002
Al Harrington,Pacers,7,Forward,6-9,245,Inactive,1998,2013
Junior Harrington,Nuggets,10,Guard,6-4,190,Inactive,2002,2006
Art Harris,Suns,23,Guard,6-4,185,Inactive,1968,1971
Bernie Harris,Braves,34,Forward,6-10,200,Inactive,1974,1974
Bob Harris,Celtics,13,Forward,6-7,195,Inactive,1949,1953
Chris Harris,Royals,3,Guard,6-3,190,Inactive,1955,1955
Devin Harris,Mavericks,34,Guard,6-3,185,Inactive,2004,2018
Elias Harris,,,Forward,6-8,239,Inactive,2013,2013
Gary Harris,Magic,14,Guard,6-4,210,Active,2014,2023
Jalen Harris,,,Guard,6-5,195,Inactive,2020,2020
Joe Harris,Nets,12,Guard-Forward,6-6,220,Active,2014,2023
Kevon Harris,Magic,7,Guard,6-6,216,Active,2022,2023
Lucious Harris,,,Guard,6-5,205,Inactive,1993,2004
Manny Harris,Cavaliers,6,Guard,6-5,185,Inactive,2010,2016
Mike Harris,,,Forward,6-6,242,Inactive,2007,2013
Steve Harris,Rockets,20,Guard,6-5,195,Inactive,1985,1989
Terrel Harris,Heat,12,Guard,6-4,190,Inactive,2011,2012
Tobias Harris,76ers,12,Forward,6-7,226,Active,2011,2023
Tony Harris,Celtics,43,Guard,6-3,190,Inactive,1990,1994
Aaron Harrison,Hornets,9,Guard,6-6,210,Inactive,2015,2017
Andrew Harrison,,,Guard,6-6,213,Inactive,2016,2018
Bob Harrison,Lakers,3,Guard,6-1,190,Inactive,1949,1957
David Harrison,Pacers,13,Center,7-0,280,Inactive,2004,2007
Shaquille Harrison,Lakers,0,Guard,6-4,195,Inactive,2017,2022
Jason Hart,,,Guard,6-3,180,Inactive,2000,2009
Isaiah Hartenstein,Knicks,55,Center-Forward,7-0,250,Active,2018,2023
Antonio Harvey,Lakers,4,Forward-Center,6-11,250,Inactive,1993,2002
Donnell Harvey,,,Forward,6-8,220,Inactive,2000,2004
Scott Haskin,Pacers,43,Forward,6-11,250,Inactive,1993,1993
Clem Haskins,Suns,14,Guard,6-3,195,Inactive,1967,1975
Udonis Haslem,Heat,40,Forward,6-7,235,Active,2003,2023
Billy Hassett,Lakers,,Guard,5-10,180,Inactive,1949,1950
Joey Hassett,SuperSonics,10,Guard,6-5,180,Inactive,1977,1982
Scott Hastings,Hawks,10,Forward,6-10,235,Inactive,1982,1992
Kirk Haston,Hornets,35,Forward,6-9,242,Inactive,2001,2002
Vern Hatton,Warriors,17,Guard,6-3,195,Inactive,1958,1961
Sam Hauser,Celtics,30,Forward,6-7,217,Active,2021,2023
John Havlicek,Celtics,17,Forward,6-5,203,Inactive,1962,1977
Spencer Hawes,76ers,0,Forward-Center,7-1,245,Inactive,2007,2016
Steve Hawes,Hawks,10,Center,6-9,220,Inactive,1974,1983
Connie Hawkins,Suns,42,Forward,6-8,210,Inactive,1969,1975
Hersey Hawkins,76ers,33,Guard,6-3,200,Inactive,1988,2000
Juaquin Hawkins,Rockets,29,Forward,6-7,205,Inactive,2002,2002
Marshall Hawkins,Olympians,,Forward,6-3,205,Inactive,1949,1949
Michael Hawkins,,,Guard,,,Inactive,1996,2000
Robert Hawkins,Nets,11,Guard,6-4,190,Inactive,1975,1978
Tom Hawkins,Lakers,33,Forward,6-5,210,Inactive,1959,1968
Nate Hawthorne,Suns,32,Guard,6-4,190,Inactive,1973,1975
Chuck Hayes,,,Forward-Center,6-6,240,Inactive,2005,2015
Elvin Hayes,Bullets,11,Forward,6-9,235,Inactive,1968,1983
Jarvis Hayes,Wizards,22,Forward,6-8,228,Inactive,2003,2009
Jaxson Hayes,Pelicans,10,Center-Forward,7-0,220,Active,2019,2023
Killian Hayes,Pistons,7,Guard,6-5,195,Active,2020,2023
Nigel Hayes,Kings,40,Forward,6-7,254,Inactive,2017,2017
Steve Hayes,Cavaliers,50,Center,7-0,205,Inactive,1981,1985
Gordon Hayward,Hornets,20,Forward,6-7,225,Active,2010,2023
Lazar Hayward,,,Forward,6-6,225,Inactive,2010,2012
Brendan Haywood,Wizards,33,Center,7-0,263,Inactive,2001,2014
Spencer Haywood,SuperSonics,24,Forward,6-8,225,Inactive,1970,1982
John W. Hazen,Celtics,3-10,Guard,6-2,172,Inactive,1948,1948
Walt Hazzard,Hawks,42,Guard,6-2,185,Inactive,1964,1973
Luther Head,,,Guard,6-3,185,Inactive,2005,2010
Shane Heal,,,Guard,6-0,180,Inactive,1996,2003
Brian Heaney,Bullets,11,Guard,6-2,180,Inactive,1969,1969
Garfield Heard,Suns,24,Forward,6-6,219,Inactive,1970,1980
Reggie Hearn,Pistons,38,Guard,6-5,210,Inactive,2017,2017
Alvin Heggs,Rockets,55,Forward,6-8,225,Inactive,1995,1995
Tom Heinsohn,Celtics,15,Forward,6-7,218,Inactive,1956,1964
Dick Hemric,Celtics,20,Forward,6-6,220,Inactive,1955,1956
Alan Henderson,Hawks,44,Forward-Center,6-9,240,Inactive,1995,2006
Cedric Henderson,Cavaliers,45,Forward,6-7,225,Inactive,1997,2002
Cedric Henderson,Hawks,,Forward,6-8,210,Inactive,1986,1986
Dave Henderson,76ers,3,Guard,6-5,195,Inactive,1987,1987
Gerald Henderson,Celtics,12,Guard,6-2,175,Inactive,1979,1991
Gerald Henderson,Hornets,12,Guard,6-5,215,Inactive,2009,2016
J.R. Henderson,Grizzlies,52,Forward,6-8,233,Inactive,1998,1998
Jerome Henderson,Bucks,40,Forward,6-11,230,Inactive,1985,1986
Kevin Henderson,Warriors,12,Guard,6-4,195,Inactive,1986,1987
Tom Henderson,Rockets,6,Guard,6-3,190,Inactive,1974,1982
Mark Hendrickson,,,Forward,6-9,220,Inactive,1996,1999
Larry Hennessy,Warriors,4,Guard,6-3,185,Inactive,1955,1955
Don Henriksen,Royals,12,Forward,6-7,225,Inactive,1952,1954
Aaron Henry,,,Forward,6-5,210,Inactive,2021,2021
Al Henry,76ers,26,Center,6-9,190,Inactive,1970,1971
Bill Henry,Pistons,16,Center,6-9,215,Inactive,1948,1949
Carl Henry,Kings,11,Guard,6-6,205,Inactive,1985,1985
Conner Henry,Celtics,,Guard,6-7,195,Inactive,1986,1987
Myke Henry,Grizzlies,4,Forward,6-6,210,Inactive,2017,2017
Skeeter Henry,Suns,4,Guard,6-7,190,Inactive,1993,1993
Xavier Henry,,,Forward-Guard,6-6,220,Inactive,2010,2014
John Henson,Bucks,31,Forward-Center,6-9,219,Inactive,2012,2019
Steve Henson,,,Guard,5-11,177,Inactive,1990,1998
Bill Herman,Nuggets,,Guard,6-3,170,Inactive,1949,1949
Clarence Hermsen,Celtics,,Center,6-9,225,Inactive,1946,1952
Dewan Hernandez,Raptors,20,Center-Forward,6-10,235,Inactive,2019,2019
Willy Hernangomez,Pelicans,9,Center-Forward,6-11,250,Active,2016,2023
Chris Herren,Nuggets,12,Guard,6-2,190,Inactive,1999,2000
Carl Herrera,,,,,,Inactive,1991,2008
Walter Herrmann,Pistons,5,Forward,6-9,225,Inactive,2006,2008
Keith Herron,Pistons,15,Guard,6-6,195,Inactive,1978,1981
Sidney Hertzberg,Celtics,4,Guard,5-10,175,Inactive,1946,1950
Kevin Hervey,Thunder,15,Forward,6-9,230,Inactive,2019,2019
Fred Hetzel,Warriors,30,Forward,6-8,220,Inactive,1965,1970
Jack Hewson,Celtics,17,Forward,6-6,195,Inactive,1947,1947
Art Heyman,Knicks,35,Guard,6-5,205,Inactive,1963,1965
Mario Hezonja,Magic,44,Forward-Guard,6-8,220,Inactive,2015,2019
Matthew Hickey,Steamrollers,,Guard,5-11,180,Inactive,1947,1947
Isaiah Hicks,Knicks,4,Forward,6-9,230,Inactive,2017,2018
Phil Hicks,Bulls,55,Forward,6-7,205,Inactive,1976,1978
Buddy Hield,Pacers,24,Guard,6-4,220,Active,2016,2023
Cory Higgins,,,Guard,6-5,180,Inactive,2011,2012
Mike Higgins,Kings,32,Forward,6-9,220,Inactive,1989,1990
Rod Higgins,Warriors,32,Forward,6-7,200,Inactive,1982,1994
Sean Higgins,,,Forward,6-9,205,Inactive,1990,1997
Kenny Higgs,Nuggets,1,Guard,6-0,180,Inactive,1978,1981
Johnny High,Suns,11,Guard,6-3,185,Inactive,1979,1983
Haywood Highsmith,Heat,24,Forward,6-5,220,Active,2018,2023
Wayne Hightower,Warriors,12,Forward,6-8,192,Inactive,1962,1966
Armond Hill,Hawks,24,Guard,6-4,190,Inactive,1976,1983
Cleo Hill,Hawks,24,Guard,6-1,185,Inactive,1961,1961
Gary Hill,Warriors,20,Guard,6-4,185,Inactive,1963,1964
George Hill,Pacers,7,Guard,6-4,188,Active,2008,2023
Grant Hill,Pistons,33,Forward,6-8,225,Inactive,1994,2012
Herbert Hill,76ers,35,Forward-Center,6-10,240,Inactive,2007,2007
Jordan Hill,Lakers,27,Forward-Center,6-10,240,Inactive,2009,2016
Malcolm Hill,,,Forward,6-6,220,Inactive,2021,2022
Solomon Hill,,,Forward,6-6,226,Inactive,2013,2021
Tyrone Hill,,,Forward,6-9,250,Inactive,1990,2003
Darrun Hilliard,Pistons,24,Guard,6-6,220,Inactive,2015,2017
Darnell Hillman,Pacers,30,Forward,6-9,215,Inactive,1976,1979
Kirk Hinrich,Bulls,12,Guard,6-4,190,Inactive,2003,2015
Roy Hinson,Cavaliers,6,Center,6-9,210,Inactive,1983,1990
Mel Hirsch,Celtics,3,Guard,5-6,165,Inactive,1946,1946
Lew Hitch,Lakers,14,Forward,6-8,200,Inactive,1951,1956
Robert Hite,,,Guard,6-2,184,Inactive,2006,2006
Jaylen Hoard,,,Forward,6-8,216,Inactive,2019,2021
Darington Hobson,,,Guard,6-7,210,Inactive,2011,2011
Donald Hodge,,,Forward,7-0,230,Inactive,1991,1995
Julius Hodge,,,Guard,6-7,220,Inactive,2005,2006
Craig Hodges,Bucks,14,Guard,6-2,190,Inactive,1982,1991
Adolph Hoefer,Celtics,3,Guard,5-9,158,Inactive,1946,1947
"Bear, The Body Hoffman",Bullets,14,Guard,6-2,195,Inactive,1947,1954
Bob Hogsett,Pistons,20,Forward,6-7,230,Inactive,1966,1966
Paul Hogue,Knicks,14,Center,6-9,240,Inactive,1962,1963
Doug Holcomb,Bullets,,Forward,6-4,200,Inactive,1948,1948
Aaron Holiday,Hawks,3,Guard,6-0,185,Active,2018,2023
Jrue Holiday,Bucks,21,Guard,6-5,205,Active,2009,2023
Justin Holiday,Mavericks,0,Forward-Guard,6-6,180,Active,2012,2023
Brad Holland,Lakers,14,Guard,6-3,180,Inactive,1979,1981
Joe Holland,Olympians,,Forward,6-4,185,Inactive,1949,1951
Wilbur Holland,Bulls,12,Guard,6-0,175,Inactive,1975,1978
Lionel Hollins,Trail Blazers,14,Guard,6-3,185,Inactive,1975,1984
Essie Hollis,Pistons,22-24,Forward,6-6,195,Inactive,1978,1978
Richaun Holmes,Kings,22,Forward,6-8,235,Active,2015,2023
Chet Holmgren,Thunder,7,Center-Forward,7-1,195,Active,2022,2023
Jim Holstein,Lakers,10,Forward,6-3,180,Inactive,1952,1955
Alvin Holt,Bulls,6,Forward,6-7,210,Inactive,1970,1970
Michael Holton,Trail Blazers,6,Guard,6-4,185,Inactive,1984,1989
Joe Holup,Pistons,9,Forward,6-6,215,Inactive,1956,1958
Red Holzman,Royals,10,Guard,5-10,175,Inactive,1948,1953
Caleb Homesley,Wizards,,Guard,6-6,205,Inactive,2020,2020
Tyler Honeycutt,,,Forward,6-8,188,Inactive,2011,2012
Derek Hood,Hornets,55,Forward,6-8,222,Inactive,1999,2002
Rodney Hood,Clippers,22,Guard-Forward,6-8,208,Inactive,2014,2021
Tom Hoover,Knicks,12,Center,6-9,230,Inactive,1963,1966
Bob Hopkins,Nationals,9,Center,6-8,205,Inactive,1956,1959
Dave Hoppen,Hornets,42,Center,6-11,235,Inactive,1987,1992
Dennis Hopson,Nets,20,Forward,6-5,200,Inactive,1987,1991
Scotty Hopson,,,Guard-Forward,6-7,204,Inactive,2013,2021
Johnny Horan,Lakers,,Forward,6-8,190,Inactive,1955,1955
Cedrick Hordges,Nuggets,34,Center,6-8,220,Inactive,1980,1981
Al Horford,Celtics,42,Center-Forward,6-9,240,Active,2007,2023
Tito Horford,Bucks,42,Center,7-1,245,Inactive,1988,1993
Dennis Horner,,,Forward,6-9,230,Inactive,2011,2011
Robert Horry,Lakers,25,Forward-Center,6-10,240,Inactive,1992,2007
Ed Horton,Bullets,32,Center,6-8,230,Inactive,1989,1989
Talen Horton-Tucker,Jazz,0,Guard,6-4,234,Active,2019,2023
Wilmer Hosket,Knicks,25,Forward,6-7,225,Inactive,1968,1971
Eddie House,Heat,55,Guard,6-1,190,Inactive,2000,2010
Danuel House Jr.,76ers,25,Forward-Guard,6-6,220,Active,2016,2023
Caleb Houstan,Magic,2,Guard,6-8,205,Active,2022,2023
Allan Houston,,,Guard,6-6,205,Inactive,1993,2004
Byron Houston,Warriors,35,Forward,6-5,250,Inactive,1992,1995
Tom Hovasse,Hawks,17,Forward,6-8,205,Inactive,1994,1994
Brian Howard,Mavericks,41,Forward,6-6,204,Inactive,1991,1992
Dwight Howard,Lakers,39,Center-Forward,6-10,265,Inactive,2004,2021
Greg Howard,Cavaliers,40,Forward,6-9,215,Inactive,1970,1971
Josh Howard,,,Forward-Guard,6-7,210,Inactive,2003,2012
Juwan Howard,Wizards,5,Forward,6-9,250,Inactive,1994,2012
Markus Howard,Nuggets,0,Guard,5-10,175,Inactive,2020,2021
Mo Howard,Jazz,14,Guard,6-2,170,Inactive,1976,1976
Otis Howard,Pistons,32,Forward,6-7,220,Inactive,1978,1978
Stephen Howard,,,Forward,6-9,225,Inactive,1992,1997
William Howard,Rockets,52,Forward-Guard,6-8,207,Inactive,2019,2019
Bailey Howell,Pistons,16,Forward,6-7,210,Inactive,1959,1970
Bob Hubbard,Steamrollers,,Center,6-6,215,Inactive,1947,1948
Phil Hubbard,Cavaliers,35,Forward,6-8,215,Inactive,1979,1988
Lester Hudson,Celtics,14,Guard,6-3,190,Inactive,2009,2014
Lou Hudson,Hawks,23,Forward,6-5,210,Inactive,1966,1978
Troy Hudson,,,Guard,6-1,178,Inactive,1997,2007
Marcelo Huertas,,,Guard,6-3,200,Inactive,2015,2016
Josh Huestis,Thunder,34,Guard,6-7,230,Inactive,2015,2017
Jay Huff,Wizards,34,Center,7-1,240,Active,2021,2023
Nate Huffman,Raptors,7,Center,7-1,245,Inactive,2002,2002
Alfredrick Hughes,Spurs,6,Forward,6-5,215,Inactive,1985,1985
Eddie Hughes,Nuggets,1,Guard,5-10,165,Inactive,1987,1989
Kim Hughes,Nuggets,3-12-44,Center,6-11,220,Inactive,1976,1980
Larry Hughes,,,Guard,6-5,185,Inactive,1998,2011
Rick Hughes,,,Forward,6-9,235,Inactive,1999,1999
Robbie Hummel,Timberwolves,4,Forward,6-9,219,Inactive,2013,2014
Ryan Humphrey,,,Forward,6-8,235,Inactive,2002,2004
Isaac Humphries,Hawks,8,Center,7-0,260,Inactive,2018,2018
Jay Humphries,Bucks,5,Guard,6-3,185,Inactive,1984,1994
Kris Humphries,Nets,43,Forward,6-9,235,Inactive,2004,2016
Rod Hundley,Lakers,33,Guard,6-4,185,Inactive,1957,1962
Feron Hunt,Knicks,11,Forward,6-8,195,Inactive,2021,2021
Cedric Hunter,Hornets,15,Forward,6-0,180,Inactive,1991,1991
Chris Hunter,Warriors,31,Center-Forward,6-11,240,Inactive,2008,2009
De'Andre Hunter,Hawks,12,Forward-Guard,6-8,221,Active,2019,2023
Les Hunter,Bullets,41,Forward,6-7,210,Inactive,1964,1964
Lindsey Hunter,,,Guard,6-2,195,Inactive,1993,2009
Othello Hunter,,,,,,Inactive,2008,2016
RJ Hunter,Celtics,28,Guard,6-5,185,Inactive,2015,2018
Steven Hunter,Magic,45,Center,7-0,240,Inactive,2001,2009
Vincent Hunter,,,Forward,6-8,208,Inactive,2017,2017
Bobby Hurley,Kings,12,Guard,6-0,165,Inactive,1993,1997
Roy Hurley,Huskies,,Forward,6-2,170,Inactive,1946,1946
Matthew Hurt,,,,,,Inactive,,
Geoff Huston,Cavaliers,15,Guard,6-2,175,Inactive,1979,1986
Mel Hutchins,Pistons,10,Forward,6-6,200,Inactive,1951,1957
Chandler Hutchison,,,Forward-Guard,6-6,210,Inactive,2018,2021
Joe Hutton,Lakers,4-15,Guard,6-1,170,Inactive,1950,1951
Greg Hyder,Royals,16,Forward,6-6,215,Inactive,1970,1970
Bones Hyland,Clippers,5,Guard,6-2,169,Active,2021,2023
Marc Iavaroni,Jazz,43,Forward,6-10,210,Inactive,1982,1988
Zydrunas Ilgauskas,Cavaliers,11,Center,7-3,260,Inactive,1997,2010
Mile Ilic,Nets,9,Center,7-1,255,Inactive,2006,2006
Ersan Ilyasova,Bucks,77,Forward,6-9,235,Inactive,2006,2020
Darrall Imhoff,Lakers,30-35,Center,6-10,220,Inactive,1960,1971
Tom Ingelsby,Hawks,24,Guard,6-3,180,Inactive,1973,1973
Joe Ingles,Bucks,7,Forward-Guard,6-9,220,Active,2014,2023
Damien Inglis,Bucks,17,Forward,6-8,246,Inactive,2014,2015
Andre Ingram,,,Guard,6-3,190,Inactive,2017,2018
Brandon Ingram,Pelicans,14,Forward,6-8,190,Active,2016,2023
Byron Irvin,Trail Blazers,32,Guard,6-5,190,Inactive,1989,1992
Kyrie Irving,Mavericks,2,Guard,6-2,195,Active,2011,2023
Jonathan Isaac,Magic,1,Forward,6-10,230,Active,2017,2023
Mike Iuzzolino,Mavericks,13,Guard,5-10,175,Inactive,1991,1992
Allen Iverson,76ers,3,Guard,6-0,165,Inactive,1996,2009
Jaden Ivey,Pistons,23,Guard,6-4,195,Active,2022,2023
Royal Ivey,,,Guard,6-4,200,Inactive,2004,2013
Wes Iwundu,,,Forward,6-6,195,Inactive,2017,2021
Jarrett Jack,Trail Blazers,55,Guard,6-3,200,Inactive,2005,2017
Aaron Jackson,Rockets,5,Guard,6-3,183,Inactive,2017,2017
Al Jackson,Royals,11,Guard,6-1,185,Inactive,1967,1967
Bobby Jackson,Kings,24,Guard,6-1,185,Inactive,1997,2008
Cedric Jackson,Cavaliers,9,Guard,6-3,190,Inactive,2009,2009
Darnell Jackson,Cavaliers,41,Forward,6-9,253,Inactive,2008,2010
Demetrius Jackson,,,Guard,6-1,201,Inactive,2016,2018
Frank Jackson,,,Guard,6-3,205,Inactive,2017,2022
Greg Jackson,Suns,24,Guard,6-0,180,Inactive,1974,1974
Isaiah Jackson,Pacers,22,Forward,6-9,205,Active,2021,2023
Jaren Jackson,Spurs,2,Guard,6-6,225,Inactive,1989,2001
Jermaine Jackson,Raptors,5,Guard,6-5,204,Inactive,1999,2005
Jim Jackson,Mavericks,24,Forward-Guard,6-6,220,Inactive,1992,2005
Josh Jackson,Kings,55,Guard-Forward,6-8,207,Inactive,2017,2021
Lucious Jackson,76ers,,Forward,6-9,240,Inactive,1964,1971
Luke Jackson,,,Forward-Guard,6-7,215,Inactive,2004,2007
Marc Jackson,76ers,44,Forward,6-10,253,Inactive,2000,2006
Mark Jackson,Knicks,31,Guard,6-3,195,Inactive,1987,2003
Myron Jackson,Mavericks,6,Guard,6-3,185,Inactive,1986,1986
Phil Jackson,Knicks,17,Forward,6-8,220,Inactive,1967,1979
Pierre Jackson,,,Guard,5-10,180,Inactive,2016,2016
Ralph Jackson,Pacers,2,Guard,6-2,190,Inactive,1984,1984
Randell Jackson,,,Forward,6-11,215,Inactive,1998,1999
Reggie Jackson,Nuggets,7,Guard,6-2,208,Active,2011,2023
Stephen Jackson,,,Guard-Forward,6-8,220,Inactive,2000,2013
Tony Jackson,Lakers,23,Guard,6-0,170,Inactive,1980,1980
Tracy Jackson,Bulls,7,Guard,6-6,205,Inactive,1981,1983
Wardell Jackson,SuperSonics,30,Forward,6-7,200,Inactive,1974,1974
Jaren Jackson Jr.,Grizzlies,13,Forward-Center,6-10,242,Active,2018,2023
Winfred Jacobs,Bombers,,Forward,6-3,175,Inactive,1946,1946
Casey Jacobsen,Suns,23,Guard,6-6,215,Inactive,2002,2007
Sam Jacobson,,,Guard,,,Inactive,1998,2000
Dave Jamerson,Rockets,24,Guard,6-5,190,Inactive,1990,1993
Bernard James,Mavericks,55,Center,6-10,235,Inactive,2012,2014
Damion James,Nets,7,Forward,6-7,225,Inactive,2010,2013
Gene James,Bullets,,Forward,6-4,180,Inactive,1948,1950
Henry James,,,Forward,6-8,220,Inactive,1990,1997
Justin James,Kings,10,Guard-Forward,6-7,190,Inactive,2019,2020
LeBron James,Lakers,6,Forward,6-9,250,Active,2003,2023
Mike James,Heat,8,Guard,6-2,188,Inactive,2001,2013
Mike James,Suns,55,Guard,6-1,175,Inactive,2017,2020
Tim James,Hornets,25,Forward,6-7,214,Inactive,1999,2002
Harold Jamison,Clippers,40,Forward,6-9,269,Inactive,1999,2002
Howie Janotta,Bullets,,Forward,6-3,185,Inactive,1949,1949
Marko Jaric,Timberwolves,55,Guard,6-7,224,Inactive,2002,2008
Tony Jaros,Lakers,13,Forward,6-3,185,Inactive,1946,1950
DeJon Jarreau,,,Guard,6-5,185,Inactive,2021,2021
Sarunas Jasikevicius,,,,,,Inactive,2005,2007
Nathan Jawai,Timberwolves,15,Forward,6-10,280,Inactive,2008,2009
Buddy Jeannette,Bullets,,Guard,5-11,175,Inactive,1947,1949
Abdul Jeelani,Trail Blazers,11,Forward,6-8,210,Inactive,1979,1980
Chris Jefferies,Raptors,6,Forward,6-8,230,Inactive,2002,2003
Othyus Jeffers,Wizards,0,Guard-Forward,6-5,210,Inactive,2009,2013
Al Jefferson,Jazz,25,Center,6-10,280,Inactive,2004,2017
Cory Jefferson,,,Forward,6-9,218,Inactive,2014,2015
DaQuan Jeffries,Knicks,8,Guard-Forward,6-5,222,Active,2019,2023
Drake Jeffries,,,,,,Inactive,,
Jared Jeffries,Knicks,1,Forward,6-11,240,Inactive,2002,2012
Charles Jenkins,Warriors,31,Guard,6-3,215,Inactive,2011,2012
Horace Jenkins,Pistons,5,Guard,6-1,180,Inactive,2004,2004
John Jenkins,Hawks,30,Guard,6-4,215,Inactive,2012,2018
Keith Jennings,Warriors,2,Guard,5-7,160,Inactive,1992,1994
Chris Jent,,,Forward,6-7,220,Inactive,1993,1996
Les Jepsen,Kings,51,Guard,7-0,237,Inactive,1990,1991
Ty Jerome,Warriors,10,Guard-Forward,6-5,195,Active,2019,2023
Curtis Jerrells,Spurs,5,Guard,6-1,195,Inactive,2009,2009
Pooh Jeter,Kings,5,Guard,5-11,175,Inactive,2010,2010
Britton Johnsen,,,Forward,6-10,210,Inactive,2003,2004
Amir Johnson,Raptors,5,Center-Forward,6-9,240,Inactive,2005,2018
Andy Johnson,Warriors,12,Forward,6-5,215,Inactive,1958,1961
Anthony Johnson,Pacers,8,Guard,6-3,195,Inactive,1997,2009
Armon Johnson,Trail Blazers,7,Guard,6-3,195,Inactive,2010,2011
Arnie Johnson,Royals,12,Forward,6-5,236,Inactive,1948,1952
Avery Johnson,Spurs,6,Guard,5-11,185,Inactive,1988,2003
Brice Johnson,,,Forward,6-10,230,Inactive,2016,2017
Buck Johnson,Rockets,2,Forward,6-7,190,Inactive,1986,1992
Cameron Johnson,Nets,2,Forward,6-8,210,Active,2019,2023
Carldell Johnson,,,Guard,5-10,180,Inactive,2011,2011
Charlie Johnson,Warriors,15,Guard,6-0,170,Inactive,1972,1978
Chris Johnson,Timberwolves,20,Forward,6-11,210,Inactive,2010,2012
Chris Johnson,Jazz,23,Forward,6-6,206,Inactive,2012,2015
Clay Johnson,Lakers,34,Guard,6-4,175,Inactive,1981,1983
Clemon Johnson,Pacers,45,Center,6-10,240,Inactive,1978,1987
Dakari Johnson,Thunder,44,Center,7-0,255,Inactive,2017,2017
Darryl Johnson,Cavaliers,30,Guard,6-1,170,Inactive,1995,1995
David Johnson,Pistons,5,Guard,5-11,170,Inactive,1949,1952
DeMarco Johnson,,,Forward,6-9,245,Inactive,1999,1999
Dennis Johnson,Celtics,3,Guard,6-4,185,Inactive,1976,1989
DerMarr Johnson,Nuggets,1,Forward-Guard,6-9,210,Inactive,2000,2007
Eddie Johnson,,,Forward,,,Inactive,1981,1998
Eddie Johnson,Hawks,15,Guard,6-2,180,Inactive,1977,1986
Frank Johnson,Bullets,3,Guard,6-3,185,Inactive,1981,1993
George Johnson,Rockets,6,Center,6-11,245,Inactive,1970,1973
George Johnson,Pacers,,Forward,6-7,210,Inactive,1978,1985
George Johnson,Warriors,,Center,6-11,205,Inactive,1972,1985
Gus Johnson,Bullets,25,Forward,6-6,230,Inactive,1963,1972
