display_first_last,team_name,jersey,position,height,weight,rosterstatus,from_year,to_year
Drew Eubanks,Suns,24,Forward-Center,6-10,245,Active,2018,2023
Bob Evans,Olympians,,Guard,6-2,175,Inactive,1949,1949
Earl Evans,Pistons,,Forward,6-8,202,Inactive,1979,1979
Jacob Evans,Warriors,12,Guard-Forward,6-4,210,Inactive,2018,2019
Jeremy Evans,Jazz,6,Forward,6-9,200,Inactive,2010,2017
Maurice Evans,Hawks,6,Guard-Forward,6-5,220,Inactive,2001,2011
Reggie Evans,SuperSonics,30,Center-Forward,6-8,245,Inactive,2002,2014
Tyreke Evans,,,Guard,6-6,220,Inactive,2009,2018
Daniel Ewing,Clippers,3,Guard,6-3,185,Inactive,2005,2006
Patrick Ewing,Hornets,22,Forward,6-8,235,Inactive,2010,2010
Dante Exum,Jazz,5,Guard,6-5,214,Inactive,2014,2020
Christian Eyenga,Cavaliers,88,Forward,6-7,210,Inactive,2010,2011
Festus Ezeli,Warriors,31,Center,6-11,265,Inactive,2012,2016
Johnny Ezersky,Bullets,,,,,Inactive,1947,1949
Joe Fabel,Ironmen,,Forward,6-1,190,Inactive,1946,1946
John Fairchild,Lakers,33,Forward,6-7,205,Inactive,1965,1965
Tacko Fall,,,Center,7-6,311,Inactive,2019,2021
Phil Farbman,Warriors,8,Forward,6-1,185,Inactive,1948,1948
Dick Farley,Nationals,22,Guard,6-4,190,Inactive,1954,1958
Jordan Farmar,,,Guard,6-2,180,Inactive,2006,2016
Desmon Farmer,,,Guard,6-5,220,Inactive,2006,2008
Jim Farmer,SuperSonics,22,Forward,6-4,190,Inactive,1987,1993
Mike Farmer,Hawks,12,Forward,6-7,210,Inactive,1958,1965
Tony Farmer,Warriors,8,Forward,6-9,244,Inactive,1997,1999
Vitor Faverani,Celtics,38,Center,6-11,260,Inactive,2013,2013
Derrick Favors,Thunder,15,Forward,6-9,265,Inactive,2010,2021
Nick Fazekas,Clippers,20,Forward,6-11,235,Inactive,2007,2007
Dave Fedor,Warriors,17,Forward,6-6,190,Inactive,1962,1962
Butch Feher,Suns,7,Guard,6-4,185,Inactive,1976,1976
Jamie Feick,Nets,14,Forward,6-8,255,Inactive,1996,2002
Ron Feiereisel,Lakers,22,Guard,6-3,185,Inactive,1955,1955
Dave Feitl,Rockets,45,Center,6-11,235,Inactive,1986,1991
Kay Felder,Cavaliers,22,Guard,5-9,176,Inactive,2016,2017
Cristiano Felicio,Bulls,6,Forward-Center,6-11,270,Inactive,2015,2020
Carrick Felix,Cavaliers,30,Guard-Forward,6-6,201,Inactive,2013,2013
Noel Felix,SuperSonics,16,Forward,6-9,225,Inactive,2005,2005
Ray Felix,Knicks,14,Center,6-11,220,Inactive,1953,1961
Raymond Felton,Bobcats,2,Guard,6-1,205,Inactive,2005,2018
Jake Fendley,Pistons,6,Guard,6-0,180,Inactive,1951,1952
Bill Fenley,Celtics,7,Forward,6-3,190,Inactive,1946,1946
Desmond Ferguson,Trail Blazers,5,Forward,6-7,210,Inactive,2003,2003
Terrance Ferguson,,,Guard,6-6,190,Inactive,2017,2020
Rudy Fernandez,,,,,,Inactive,2008,2016
Bruno Fernando,Hawks,0,Forward-Center,6-10,240,Active,2019,2023
Eric Fernsten,Celtics,45,Center,6-10,205,Inactive,1975,1983
Al Ferrari,Hawks,22,Guard,6-4,190,Inactive,1955,1962
Rolando Ferreira,Trail Blazers,32,Forward,7-1,240,Inactive,1988,1988
Duane Ferrell,Hawks,33,Forward,6-7,215,Inactive,1988,1998
Yogi Ferrell,Kings,11,Guard,6-0,178,Inactive,2016,2020
Arnie Ferrin,Lakers,18,Forward,6-4,180,Inactive,1948,1950
Bob Ferry,Pistons,12,Center,6-8,230,Inactive,1959,1968
Danny Ferry,Cavaliers,35,Forward,6-10,235,Inactive,1990,2002
Kyrylo Fesenko,Jazz,44,Center,7-1,280,Inactive,2007,2011
Kenny Fields,Bucks,54,Forward,6-5,220,Inactive,1984,1987
Landry Fields,Knicks,2,Guard-Forward,6-7,215,Inactive,2010,2014
Ron Filipek,76ers,20,Forward,6-5,205,Inactive,1967,1967
Greg Fillmore,Knicks,34,Center,7-1,240,Inactive,1970,1971
Hank Finkel,Celtics,29,Center,7-0,240,Inactive,1966,1974
Michael Finley,Mavericks,40,Guard-Forward,6-7,225,Inactive,1995,2009
Danny Finn,Warriors,7,Guard,6-1,185,Inactive,1952,1954
Derek Fisher,Lakers,6,Guard,6-1,210,Inactive,1996,2013
Gerald Fitch,,,Guard,6-3,188,Inactive,2005,2005
Malik Fitts,Celtics,8,Forward,6-5,230,Inactive,2020,2021
Dick Fitzgerald,Huskies,,Forward,6-2,175,Inactive,1946,1947
Marcus Fizer,,,,,,Inactive,2000,2007
Jerry Fleishman,Warriors,4,Guard,6-2,190,Inactive,1946,1952
Al Fleming,SuperSonics,30,Forward,6-7,215,Inactive,1977,1977
Ed Fleming,Lakers,50,Guard,6-3,189,Inactive,1955,1959
Luis Flores,Warriors,12,Guard,6-2,195,Inactive,2004,2004
Bruce Flowers,Cavaliers,23,Forward,6-8,225,Inactive,1982,1982
Sleepy Floyd,Rockets,12,Guard,6-3,170,Inactive,1982,1994
Jonny Flynn,Timberwolves,3,Guard,6-0,185,Inactive,2009,2011
Larry Fogle,Knicks,44,Guard,6-5,205,Inactive,1975,1975
Jack Foley,Knicks,7,Forward,6-3,170,Inactive,1962,1962
Ike Fontaine,,,,,,Inactive,2001,2001
Simone Fontecchio,Jazz,16,Forward,6-7,209,Active,2022,2023
Jeff Foote,,,Center-Forward,7-0,265,Inactive,2011,2011
Bryn Forbes,,,Guard,6-2,205,Inactive,2016,2022
Gary Forbes,Nuggets,3,Forward,6-7,220,Inactive,2010,2011
Aleem Ford,,,Forward,6-8,220,Inactive,2021,2021
Alton Ford,,,Forward,6-9,280,Inactive,2001,2003
Chris Ford,Pistons,42,Guard,6-5,190,Inactive,1972,1981
Don Ford,Lakers,35,Forward,6-9,215,Inactive,1975,1981
Jake Ford,SuperSonics,33,Guard,6-3,180,Inactive,1970,1971
Phil Ford,Kings,1,Guard,6-2,175,Inactive,1978,1984
Sherell Ford,SuperSonics,1,Forward,6-7,210,Inactive,1995,1995
T.J. Ford,,,Guard,6-0,165,Inactive,2003,2011
Donnie Forman,Lakers,22,Guard,5-10,175,Inactive,1948,1948
Bayard Forrest,Suns,35,Center,6-10,235,Inactive,1977,1978
Trent Forrest,Hawks,2,Guard,6-4,210,Active,2020,2023
Joseph Forte,SuperSonics,40,Guard,6-4,194,Inactive,2001,2002
Courtney Fortson,Rockets,9,Guard,5-11,185,Inactive,2011,2011
Danny Fortson,Nuggets,21,Center-Forward,6-8,260,Inactive,1997,2006
Greg Foster,Jazz,43,Center,6-11,250,Inactive,1990,2002
Jeff Foster,Pacers,10,Forward-Center,6-11,250,Inactive,1999,2011
Rod Foster,Suns,10,Guard,6-1,160,Inactive,1983,1985
Michael Foster Jr.,,,Forward,6-8,250,Inactive,2022,2022
Evan Fournier,Knicks,13,Guard-Forward,6-6,205,Active,2012,2023
Larry Foust,Pistons,14,Center,6-9,215,Inactive,1950,1961
Jerry Fowler,Hawks,,Center,6-7,230,Inactive,1951,1951
Tremaine Fowlkes,,,Forward,6-8,220,Inactive,2001,2004
De'Aaron Fox,Kings,5,Guard,6-3,185,Active,2017,2023
Harold Fox,Braves,7,Guard,6-2,175,Inactive,1972,1972
Jim Fox,SuperSonics,40,Center,6-10,230,Inactive,1967,1976
Rick Fox,Lakers,17,Forward,6-7,235,Inactive,1991,2003
Randy Foye,Timberwolves,2,Guard,6-4,218,Inactive,2006,2016
Adonal Foyle,Warriors,31,Center,6-10,270,Inactive,1997,2009
Steve Francis,Rockets,3,Guard,6-3,210,Inactive,1999,2007
Tellis Frank,Warriors,32,Forward,6-10,225,Inactive,1987,1993
Nat Frankel,Ironmen,,Forward,6-0,195,Inactive,1946,1946
Jamaal Franklin,Grizzlies,22,Guard,6-5,191,Inactive,2013,2014
Tim Frazier,,,Guard,6-0,170,Inactive,2014,2021
Walt Frazier,Knicks,10,Guard,6-4,200,Inactive,1967,1979
Will Frazier,Warriors,,Forward,6-7,210,Inactive,1965,1965
Michael Frazier II,Rockets,21,Guard,6-3,200,Inactive,2018,2019
Melvin Frazier Jr.,Thunder,6,Guard-Forward,6-5,215,Inactive,2018,2021
Anthony Frederick,Hornets,24,Forward,6-7,205,Inactive,1988,1991
Jimmer Fredette,Kings,32,Guard,6-2,195,Inactive,2011,2018
World Free,Cavaliers,21,Guard,6-3,185,Inactive,1975,1987
Enes Freedom,,,Center,6-10,250,Inactive,2011,2021
Joel Freeland,Trail Blazers,19,Center-Forward,6-10,225,Inactive,2012,2014
Donnie Freeman,Lakers,20,Guard,6-3,185,Inactive,1975,1975
Gary Freeman,Bucks,23,Forward,6-9,210,Inactive,1970,1970
Rod Freeman,76ers,26,Forward,6-7,225,Inactive,1973,1973
Matt Freije,,,Forward,6-9,249,Inactive,2004,2006
Frido Frey,Knicks,4,Forward,6-2,195,Inactive,1946,1946
Larry Friend,Knicks,7,Guard,6-4,185,Inactive,1957,1957
Pat Frink,Royals,17,Guard,6-4,195,Inactive,1968,1968
Jim Fritsche,Bullets,8,Center,6-8,210,Inactive,1953,1954
Channing Frye,Suns,9,Forward-Center,7-0,255,Inactive,2005,2018
Bernie Fryer,Trail Blazers,25,Guard,6-3,185,Inactive,1973,1974
Frank Fucarino,Huskies,,Forward,6-2,175,Inactive,1946,1946
Herm Fuetsch,Bullets,,Guard,6-0,170,Inactive,1947,1947
Joe Fulks,Warriors,10,Forward,6-5,190,Inactive,1946,1953
Hiram Fuller,,,Forward,6-9,240,Inactive,2003,2003
Todd Fuller,,,Center,,,Inactive,1996,2000
Tony Fuller,Pistons,,Guard,6-4,180,Inactive,1980,1980
Markelle Fultz,Magic,20,Guard,6-4,209,Active,2017,2023
Lawrence Funderburke,Kings,51,Forward,6-9,230,Inactive,1997,2004
Terry Furlow,Cavaliers,25,Guard,6-5,190,Inactive,1976,1979
Billy Gabor,Nationals,7,Guard,5-11,170,Inactive,1949,1954
Wenyen Gabriel,Lakers,35,Forward,6-9,205,Active,2018,2023
Dan Gadzuric,Bucks,50,Center,6-11,240,Inactive,2002,2011
Tony Gaffney,Celtics,,Forward,6-8,205,Inactive,2009,2009
Daniel Gafford,Wizards,21,Forward-Center,6-10,234,Active,2019,2023
Deng Gai,,,Forward,6-9,250,Inactive,2005,2005
Elmer R. Gainer,Hawks,,,,,Inactive,1947,1949
Corey Gaines,Nets,5,Guard,6-3,195,Inactive,1988,1994
Reece Gaines,,,Guard,6-6,205,Inactive,2003,2005
Sundiata Gaines,Nets,1,Guard,6-1,200,Inactive,2009,2011
Mike Gale,Spurs,12,Guard,6-4,185,Inactive,1976,1981
Chad Gallagher,Jazz,55,Center,6-10,255,Inactive,1993,1993
Harry Gallatin,Knicks,10,Forward,6-6,210,Inactive,1948,1957
Danilo Gallinari,Wizards,8,Forward,6-10,236,Active,2008,2023
Langston Galloway,,,Guard,6-1,200,Inactive,2014,2021
Dave Gambee,76ers,20,Forward,6-6,215,Inactive,1958,1969
Kevin Gamble,,,Forward,6-5,210,Inactive,1987,1996
Bob Gantt,Capitols,,Forward,6-4,205,Inactive,1946,1946
Jorge Garbajosa,,,Forward,6-9,245,Inactive,2006,2007
Ruben Garces,,,Forward,,,Inactive,2000,2000
Francisco Garcia,,32,Guard-Forward,6-7,215,Inactive,2005,2014
Earl Gardner,Lakers,14,Forward,6-3,195,Inactive,1948,1948
Thomas Gardner,Hawks,3,Guard,6-5,225,Inactive,2007,2008
Vern Gardner,Warriors,12,Center,6-5,200,Inactive,1949,1951
Jack Garfinkel,Celtics,21,Guard,6-0,190,Inactive,1946,1948
Patricio Garino,Magic,29,Guard-Forward,6-6,203,Inactive,2016,2016
Darius Garland,Cavaliers,10,Guard,6-1,192,Active,2019,2023
Gary Garland,Nuggets,24,Guard,6-4,180,Inactive,1979,1979
Dick Garmaker,Lakers,17,Guard,6-3,200,Inactive,1955,1960
Chris Garner,Raptors,2,Guard,5-10,156,Inactive,1997,2000
Bill Garnett,Mavericks,20,Forward,6-9,225,Inactive,1982,1985
Kevin Garnett,Timberwolves,21,Forward,6-11,240,Inactive,1995,2015
Marlon Garnett,,,Guard,6-2,186,Inactive,1998,1998
Billy Garrett,Knicks,3,Guard-Forward,6-6,215,Inactive,2018,2018
Calvin Garrett,Rockets,0,Forward,6-7,190,Inactive,1980,1983
Dean Garrett,Timberwolves,22,Center,6-11,250,Inactive,1996,2001
Diante Garrett,Jazz,8,Guard,6-4,190,Inactive,2012,2013
Eldo Garrett,Braves,14,Guard,6-3,185,Inactive,1969,1973
Marcus Garrett,,,Guard,6-5,205,Inactive,2021,2021
Rowland Garrett,Bulls,24,Forward,6-6,210,Inactive,1972,1976
Tom Garrick,Clippers,5,Guard,6-2,185,Inactive,1988,1991
John Garris,Cavaliers,55,Forward,6-8,205,Inactive,1983,1983
Pat Garrity,Magic,8,Forward,6-9,238,Inactive,1998,2007
Usman Garuba,Rockets,16,Forward,6-8,229,Active,2021,2023
Jim Garvin,Braves,30,Forward,6-7,200,Inactive,1973,1973
Pau Gasol,Lakers,16,Center-Forward,7-0,250,Inactive,2001,2018
Chris Gatling,,,Forward,,,Inactive,1991,2001
Rudy Gay,Jazz,22,Forward-Guard,6-8,250,Active,2006,2023
Ed Gayda,Blackhawks,10,Guard,6-4,210,Inactive,1950,1950
Andrew Gaze,,,,,,Inactive,1993,2017
Michael Gbinije,Pistons,9,Guard-Forward,6-7,200,Inactive,2016,2016
Reggie Geary,Spurs,4,Guard,6-2,187,Inactive,1996,1997
Alonzo Gee,,,Forward,6-6,225,Inactive,2009,2016
Matt Geiger,,,Center,,,Inactive,1992,2001
Mickael Gelabale,SuperSonics,15,Forward,6-7,215,Inactive,2006,2012
Devean George,Lakers,19,Forward,6-8,235,Inactive,1999,2009
Jack George,Warriors,5,Guard,6-3,190,Inactive,1953,1960
Marcus Georges-Hunt,Timberwolves,13,Guard,6-5,226,Inactive,2016,2017
Gus Gerard,Kings,22,Forward,6-8,200,Inactive,1976,1980
Derrick Gervin,Nets,30,Forward,6-8,200,Inactive,1989,1990
George Gervin,Spurs,44,Guard,6-7,180,Inactive,1976,1985
Gorham Getchell,Ironmen,,Center,6-4,205,Inactive,1946,1946
John Gianelli,Knicks,40,Center,6-10,220,Inactive,1972,1979
Dick Gibbs,Braves,21,Forward,6-5,210,Inactive,1971,1975
Dee Gibson,Blackhawks,18,Guard,5-11,175,Inactive,1949,1949
Jonathan Gibson,Mavericks,3,Guard,6-2,185,Inactive,2016,2018
Mike Gibson,Pistons,35,Forward,6-10,205,Inactive,1983,1985
Taj Gibson,Wizards,67,Forward,6-9,232,Active,2009,2023
Ward Gibson,Hawks,,Center,6-5,198,Inactive,1949,1949
J.R. Giddens,Celtics,4,Guard,6-5,215,Inactive,2008,2009
Josh Giddey,Thunder,3,Guard,6-8,216,Active,2021,2023
Harry Giles III,Kings,4,Forward-Center,6-11,240,Inactive,2017,2020
Shai Gilgeous-Alexander,Thunder,2,Guard,6-6,195,Active,2018,2023
Anthony Gill,Wizards,16,Forward,6-8,230,Active,2020,2023
Eddie Gill,,,Guard,6-0,190,Inactive,2000,2008
Kendall Gill,,,Guard,6-5,216,Inactive,1990,2004
Ben Gillery,Kings,50,Center,7-0,235,Inactive,1988,1988
Collin Gillespie,Nuggets,21,Guard,6-1,195,Active,2022,2023
Freddie Gillespie,,,Center,6-9,245,Inactive,2020,2021
Gene Gillette,Capitols,,,,,Inactive,1946,1946
Armen Gilliam,Nets,5,Forward,6-9,260,Inactive,1987,1999
Herm Gilliam,Hawks,3,Guard,6-3,190,Inactive,1969,1976
Artis Gilmore,Bulls,53,Center,7-2,240,Inactive,1976,1987
Walt Gilmore,Trail Blazers,48,Forward,6-6,225,Inactive,1970,1970
Chuck Gilmur,Stags,,Forward,6-4,225,Inactive,1946,1950
Manu Ginobili,Spurs,20,Guard,6-6,205,Inactive,2002,2017
Gordan Giricek,Jazz,2,Guard,6-6,220,Inactive,2002,2007
Mickell Gladness,Warriors,32,Center,6-11,220,Inactive,2011,2011
George Glamack,Jets,,Center,6-6,225,Inactive,1948,1948
Gerald Glass,,,Forward,6-5,221,Inactive,1990,1995
Mike Glenn,Hawks,10,Guard,6-2,175,Inactive,1977,1986
Norman Glick,Lakers,20,Forward,6-6,190,Inactive,1949,1949
Georgi Glouchkov,Suns,16,Forward,6-8,235,Inactive,1985,1985
Clarence Glover,Celtics,28,Forward,6-8,210,Inactive,1971,1971
Dion Glover,,,Forward-Guard,6-5,225,Inactive,1999,2004
Andreas Glyniadakis,,,Center,7-1,280,Inactive,2006,2006
Mike Gminski,Nets,43,Center,6-11,250,Inactive,1980,1993
Rudy Gobert,Timberwolves,27,Center,7-1,258,Active,2013,2023
Dan Godfread,Timberwolves,35,Forward,6-10,250,Inactive,1990,1991
Tom Gola,Warriors,6,Guard,6-6,205,Inactive,1955,1965
Anthony Goldwire,,,Guard,6-2,182,Inactive,1995,2005
Ryan Gomes,,,Forward,6-7,245,Inactive,2005,2013
Glen Gondrezick,Nuggets,22,Forward,6-6,218,Inactive,1977,1982
Grant Gondrezick,Suns,3,Guard,6-5,205,Inactive,1986,1988
Drew Gooden,Cavaliers,90,Forward,6-10,250,Inactive,2002,2015
Gail Goodrich,Lakers,25,Guard,6-1,170,Inactive,1965,1978
Steve Goodrich,Bulls,30,Center,6-10,220,Inactive,2000,2002
Archie Goodwin,Suns,10,Guard,6-5,205,Inactive,2013,2016
Brandon Goodwin,Cavaliers,0,Guard,6-0,180,Inactive,2018,2021
Jordan Goodwin,Suns,7,Guard,6-3,200,Active,2021,2023
Wilfred Goodwin,Steamrollers,,Forward,6-2,203,Inactive,1946,1947
Aaron Gordon,Nuggets,50,Forward,6-8,235,Active,2014,2023
Ben Gordon,Bulls,7,Guard,6-3,205,Inactive,2004,2014
Drew Gordon,,,Center-Forward,6-9,245,Inactive,2014,2014
Eric Gordon,Clippers,10,Guard,6-3,215,Inactive,2008,2022
Lancaster Gordon,Clippers,4,Guard,6-3,185,Inactive,1984,1987
Marcin Gortat,,,Center,6-11,240,Inactive,2007,2018
Leo Gottlieb,Knicks,9,Guard,5-11,180,Inactive,1946,1947
Andrew Goudelock,Lakers,0,Guard,6-3,200,Inactive,2011,2015
Bato Govedarica,Nationals,14,Guard,5-11,185,Inactive,1953,1953
Joe Graboski,Warriors,23,Forward,6-8,195,Inactive,1948,1961
Devonte' Graham,Spurs,4,Guard,6-1,195,Active,2018,2023
Greg Graham,,,Guard,6-4,174,Inactive,1993,1997
Joey Graham,Raptors,12,Forward,6-7,230,Inactive,2005,2010
Mal Graham,Celtics,11,Guard,6-1,185,Inactive,1967,1968
Orlando Graham,Warriors,44,Forward,6-8,220,Inactive,1988,1988
Paul Graham,Hawks,25,Guard,6-6,200,Inactive,1991,1993
Treveon Graham,Hornets,2,Guard-Forward,6-5,219,Inactive,2016,2019
Jim Grandholm,Mavericks,50,Center,7-0,235,Inactive,1990,1990
Ronnie Grandison,Celtics,20,Forward,6-6,220,Inactive,1988,1995
Danny Granger,Pacers,22,Forward-Guard,6-9,222,Inactive,2005,2014
Stewart Granger,Cavaliers,11,Guard,6-3,190,Inactive,1983,1986
Brian Grant,Heat,55,Forward-Center,6-9,254,Inactive,1994,2005
Bud Grant,Lakers,20,Forward,6-3,195,Inactive,1949,1950
Greg Grant,76ers,9,Guard,5-7,140,Inactive,1989,1995
Harvey Grant,Wizards,44,Forward,6-9,225,Inactive,1988,1998
Paul Grant,,,Center,7-0,245,Inactive,1998,2003
Travis Grant,Lakers,33,Forward,6-7,215,Inactive,1972,1973
Donte Grantham,Thunder,15,Forward,6-8,215,Inactive,2018,2018
Don Grate,Redskins,,Guard,6-2,185,Inactive,1949,1949
Butch Graves,Cavaliers,10,Forward,6-3,200,Inactive,1984,1984
Hassani Gravett,,,Guard,6-2,187,Inactive,2021,2021
Aaron Gray,Bulls,33,Center,7-0,270,Inactive,2007,2013
Ed Gray,Hawks,22,Guard,6-3,210,Inactive,1997,1998
Evric Gray,,,Forward,6-7,235,Inactive,1996,1996
Gary Gray,Royals,15,Guard,6-1,185,Inactive,1967,1967
Josh Gray,Suns,5,Guard,6-0,180,Inactive,2017,2019
Leonard Gray,SuperSonics,11,Forward,6-8,240,Inactive,1974,1976
RaiQuan Gray,Nets,0,Forward,6-7,269,Active,2022,2023
Stuart Gray,Pacers,40,Center,7-0,235,Inactive,1984,1990
Sylvester Gray,Heat,40,Forward,6-6,230,Inactive,1988,1988
Wyndol Gray,Celtics,,Guard,6-1,175,Inactive,1946,1947
Jeff Grayer,Bucks,20,Guard,6-5,210,Inactive,1988,1997
Bob Greacen,Bucks,18,Forward,6-7,206,Inactive,1969,1970
A.C. Green,Lakers,45,Forward,6-9,225,Inactive,1985,2000
AJ Green,Bucks,20,Guard,6-5,190,Active,2022,2023
Danny Green,Cavaliers,14,Guard,6-6,215,Active,2009,2023
Devin Green,,,Guard-Forward,6-7,212,Inactive,2005,2005
Draymond Green,Warriors,23,Forward,6-6,230,Active,2012,2023
Erick Green,,,Guard,6-4,185,Inactive,2014,2015
Gerald Green,Celtics,14,Guard-Forward,6-7,205,Inactive,2005,2018
JaMychal Green,Warriors,1,Forward-Center,6-9,227,Active,2014,2023
Jalen Green,Rockets,4,Guard,6-4,186,Active,2021,2023
Javonte Green,Bulls,24,Guard,6-5,205,Active,2019,2023
Jeff Green,Nuggets,32,Forward,6-8,235,Active,2007,2023
Josh Green,Mavericks,8,Guard,6-7,200,Active,2020,2023
Ken Green,Knicks,3,Forward,6-8,215,Inactive,1985,1985
Kenny Green,76ers,21,Guard,6-6,210,Inactive,1985,1986
Lamar Green,Suns,16,Forward,6-7,210,Inactive,1969,1974
Luther Green,76ers,25,Forward,6-7,190,Inactive,1972,1972
Mike Green,Spurs,23,Center,6-10,200,Inactive,1976,1979
Rickey Green,Jazz,13,Guard,6-0,170,Inactive,1977,1991
Sean Green,Pacers,30,Guard,6-5,210,Inactive,1991,1993
Si Green,Bullets,28,Guard,6-2,185,Inactive,1956,1965
Sidney Green,Bulls,21,Forward,6-9,220,Inactive,1983,1992
Steve Green,Pacers,24,Forward,6-7,220,Inactive,1976,1978
Taurean Green,Nuggets,0,Guard,6-0,177,Inactive,2007,2007
Tommy Green,Jazz,14,Guard,6-2,185,Inactive,1978,1978
Willie Green,76ers,34,Guard,6-3,205,Inactive,2003,2014
Donte Greene,Kings,13,Forward,6-11,226,Inactive,2008,2012
Orien Greene,,,Guard,6-4,208,Inactive,2005,2010
Jerry Greenspan,76ers,22,Forward,6-5,195,Inactive,1963,1964
David Greenwood,Bulls,33,Forward,6-9,222,Inactive,1979,1990
Lynn Greer,Bucks,3,Guard,6-2,175,Inactive,2006,2006
Claude Gregory,Clippers,43,Forward,6-8,205,Inactive,1985,1987
John Greig,SuperSonics,22,Forward,6-7,215,Inactive,1982,1982
Norm Grekin,Warriors,,Forward,6-5,180,Inactive,1953,1953
AJ Griffin,Hawks,14,Forward,6-6,220,Active,2022,2023
Adrian Griffin,Mavericks,44,Guard-Forward,6-5,230,Inactive,1999,2007
Blake Griffin,Celtics,91,Forward,6-9,250,Active,2009,2023
Eddie Griffin,,,Forward,6-9,222,Inactive,2001,2006
Greg Griffin,Suns,25,Forward,6-7,190,Inactive,1977,1977
Paul Griffin,Spurs,30,Forward,6-9,205,Inactive,1976,1982
Darrell Griffith,Jazz,35,Guard,6-4,190,Inactive,1980,1990
Chuck Grigsby,Knicks,17,Guard,6-5,190,Inactive,1954,1954
Quentin Grimes,Knicks,6,Guard,6-5,210,Active,2021,2023
Derek Grimm,,,Forward,6-9,230,Inactive,1997,1997
George Grimshaw,Steamrollers,,Guard,6-1,185,Inactive,1946,1946
Dick Groat,Pistons,5,Guard,5-11,180,Inactive,1952,1952
Bob Gross,Trail Blazers,30,Forward,6-6,200,Inactive,1975,1982
Jerry Grote,Lakers,32,Guard,6-4,215,Inactive,1964,1964
Anthony Grundy,Hawks,16,Guard,6-3,185,Inactive,2005,2005
Ernie Grunfeld,Knicks,18,Guard,6-6,210,Inactive,1977,1985
Gene Guarilia,Celtics,20,Forward,6-5,220,Inactive,1959,1962
Petur Gudmundsson,Spurs,35,Center,7-2,260,Inactive,1981,1988
Richie Guerin,Knicks,19,Guard,6-4,195,Inactive,1956,1969
Mouhamadou Gueye,,,,,,Inactive,,
Tom Gugliotta,Suns,7,Forward,6-10,250,Inactive,1992,2004
Andres Guibert,Timberwolves,51,Center,6-10,225,Inactive,1993,1994
Jay Guidinger,Cavaliers,54,Center,6-10,255,Inactive,1992,1993
Coulby Gunther,Ironmen,,Forward,6-4,190,Inactive,1946,1948
Dave Gunther,Warriors,11,Forward,6-7,190,Inactive,1962,1962
Al Guokas,Nuggets,,Forward,6-5,200,Inactive,1949,1949
Matt Guokas,76ers,10,Guard,6-6,175,Inactive,1966,1975
Jorge Gutierrez,Nets,12,Guard,6-3,189,Inactive,2013,2015
Rui Hachimura,Lakers,28,Forward,6-8,230,Active,2019,2023
Rudy Hackett,Pacers,45,Forward,6-9,210,Inactive,1976,1976
Hamed Haddadi,Grizzlies,98,Center,7-2,265,Inactive,2008,2012
Scott Haffner,Heat,4,Guard,6-3,180,Inactive,1989,1990
Cliff Hagan,Hawks,16,Forward,6-4,210,Inactive,1956,1965
Glenn Hagan,Pistons,10,Guard,6-0,170,Inactive,1981,1981
Ashton Hagans,,,Guard-Forward,6-3,190,Inactive,2020,2020
Bob Hahn,Stags,,Center,6-10,240,Inactive,1949,1949
Al Hairston,SuperSonics,25,Guard,6-1,170,Inactive,1968,1969
Happy Hairston,Lakers,52,Forward,6-7,225,Inactive,1964,1974
Malik Hairston,Spurs,1,Guard,6-6,220,Inactive,2008,2009
PJ Hairston,Hornets,19,Forward-Guard,6-6,230,Inactive,2014,2015
Marcus Haislip,,,Forward,6-10,230,Inactive,2002,2009
Chuck Halbert,Bullets,,Center,6-9,225,Inactive,1946,1950
Harvey Halbrook,Nationals,11,Center,7-3,235,Inactive,1960,1961
Bruce Hale,Olympians,,Guard,6-1,170,Inactive,1948,1950
Jack Haley,,,Forward,6-10,240,Inactive,1988,1997
Tyrese Haliburton,Pacers,0,Guard,6-5,185,Active,2020,2023
Shaler Halimon,Trail Blazers,11,Guard,6-5,199,Inactive,1968,1971
Donta Hall,,,Center,6-10,230,Inactive,2019,2020
Jordan Hall,,,Guard,6-7,215,Inactive,2022,2022
Josh Hall,Thunder,15,Forward,6-9,190,Inactive,2020,2020
Tyler Hall,,,Guard,6-5,209,Inactive,2021,2021
Jeff Halliburton,Hawks,42,Guard,6-5,193,Inactive,1971,1972
Darvin Ham,Bucks,8,Forward-Guard,6-7,240,Inactive,1996,2004
Steve Hamer,Celtics,42,Center,7-0,245,Inactive,1996,1996
Dale Hamilton,Hawks,,Guard,6-0,180,Inactive,1949,1949
Daniel Hamilton,,,Guard-Forward,6-7,195,Inactive,2017,2018
Dennis Hamilton,Lakers,12,Forward,6-8,210,Inactive,1967,1968
Jordan Hamilton,Nuggets,25,Guard-Forward,6-7,220,Inactive,2011,2015
Justin Hamilton,Nets,41,Center,7-0,255,Inactive,2013,2016
Ralph Hamilton,Jets,,Guard,6-1,188,Inactive,1948,1948
Steve Hamilton,Lakers,30,Forward,6-6,190,Inactive,1958,1959
Tang Hamilton,Heat,5,Forward,6-8,205,Inactive,2001,2002
Thomas Hamilton,Rockets,55,Center,7-2,330,Inactive,1995,2002
Geert Hammink,Magic,43,Forward-Center,7-0,262,Inactive,1993,1995
Tom Hammonds,,,Forward,,,Inactive,1989,2000
R.J. Hampton,Pistons,14,Guard,6-4,175,Inactive,2020,2022
